,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,RBR,Genres,Name,Primary Profession
831,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Sci-Fi,Giuseppe M. Gaudino,"writer,director,editor"
832,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Drama,Luc Besson,"writer,producer,director"
832,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Mystery,Luc Besson,"writer,producer,director"
832,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Sci-Fi,Luc Besson,"writer,producer,director"
833,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Drama,Jorge Dorado,"director,assistant_director,writer"
833,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Mystery,Jorge Dorado,"director,assistant_director,writer"
833,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Sci-Fi,Jorge Dorado,"director,assistant_director,writer"
834,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Drama,Celia Quartermain,"production_manager,miscellaneous,director"
834,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Mystery,Celia Quartermain,"production_manager,miscellaneous,director"
834,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Sci-Fi,Celia Quartermain,"production_manager,miscellaneous,director"
835,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Drama,Jacques Toulemonde Vidal,"assistant_director,writer,director"
835,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Mystery,Jacques Toulemonde Vidal,"assistant_director,writer,director"
835,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Sci-Fi,Jacques Toulemonde Vidal,"assistant_director,writer,director"
836,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Drama,Charles-Olivier Michaud,"director,writer,producer"
836,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Mystery,Charles-Olivier Michaud,"director,writer,producer"
836,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Sci-Fi,Charles-Olivier Michaud,"director,writer,producer"
837,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Drama,Michael Crum,"cinematographer,director,editor"
837,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Mystery,Michael Crum,"cinematographer,director,editor"
837,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Sci-Fi,Michael Crum,"cinematographer,director,editor"
838,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Drama,Shashank Udapurkar,"director,actor,writer"
838,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Mystery,Shashank Udapurkar,"director,actor,writer"
838,64,2014,Anna,4357373,0,1200000,-3157373,0.2753952897766613,Sci-Fi,Shashank Udapurkar,"director,actor,writer"
839,47,2015,Maggie,4500000,187112,1027760,-3285128,0.2699715555555556,Drama,Henry Hobson,"miscellaneous,art_department,director"
839,47,2015,Maggie,4500000,187112,1027760,-3285128,0.2699715555555556,Horror,Henry Hobson,"miscellaneous,art_department,director"
840,47,2015,Maggie,4500000,187112,1027760,-3285128,0.2699715555555556,Drama,Okseop Lee,"director,writer,editor"
840,47,2015,Maggie,4500000,187112,1027760,-3285128,0.2699715555555556,Horror,Okseop Lee,"director,writer,editor"
841,51,2011,3 Backyards,300000,39475,39475,-221050,0.26316666666666666,Drama,Eric Mendelsohn,"writer,costume_department,producer"
842,45,2017,Emily,27000,3547,3547,-19906,0.2627407407407407,Drama,Timothy McNeil,"actor,director,writer"
843,45,2017,Emily,27000,3547,3547,-19906,0.2627407407407407,Drama,Ryan Graves,"writer,director,editor"
844,45,2017,Emily,27000,3547,3547,-19906,0.2627407407407407,Drama,Pj Mills,"director,cinematographer,editor"
848,39,2016,The Bounce Back,3000000,321910,421404,-2256686,0.24777133333333334,Comedy,Youssef Delara,"visual_effects,editor,director"
848,39,2016,The Bounce Back,3000000,321910,421404,-2256686,0.24777133333333334,Romance,Youssef Delara,"visual_effects,editor,director"
849,52,2011,Another Happy Day,4000000,9120,978527,-3012353,0.24691175,Comedy,Sam Levinson,"writer,actor,director"
849,52,2011,Another Happy Day,4000000,9120,978527,-3012353,0.24691175,Drama,Sam Levinson,"writer,actor,director"
850,94,2011,Amigo,1500000,184705,184705,-1130590,0.24627333333333334,Drama,John Sayles,"writer,actor,director"
850,94,2011,Amigo,1500000,184705,184705,-1130590,0.24627333333333334,War,John Sayles,"writer,actor,director"
851,77,2015,Bone Tomahawk,2000000,0,475846,-1524154,0.237923,Adventure,S. Craig Zahler,"writer,director,cinematographer"
851,77,2015,Bone Tomahawk,2000000,0,475846,-1524154,0.237923,Drama,S. Craig Zahler,"writer,director,cinematographer"
851,77,2015,Bone Tomahawk,2000000,0,475846,-1524154,0.237923,Horror,S. Craig Zahler,"writer,director,cinematographer"
852,2,2015,Dawn of the Crescent Moon,75000,8799,8799,-57402,0.23464,Drama,Kirk Loudon,"writer,director,editor"
852,2,2015,Dawn of the Crescent Moon,75000,8799,8799,-57402,0.23464,Sci-Fi,Kirk Loudon,"writer,director,editor"
852,2,2015,Dawn of the Crescent Moon,75000,8799,8799,-57402,0.23464,Thriller,Kirk Loudon,"writer,director,editor"
854,60,2006,Feast,3200000,56131,690872,-2452997,0.2334384375,Horror,Nathan Waters,"producer,writer,assistant_director"
855,60,2006,Feast,3200000,56131,690872,-2452997,0.2334384375,Horror,Timothy Van Mieghem,"writer,director,producer"
856,41,2015,Manglehorn,4000000,132270,797439,-3070291,0.23242725,Drama,David Gordon Green,"producer,director,writer"
870,38,2011,Creature,3000000,331000,331000,-2338000,0.22066666666666668,Horror,Vikram Bhatt,"writer,director,producer"
871,38,2011,Creature,3000000,331000,331000,-2338000,0.22066666666666668,Horror,Fred Andrews,"production_designer,director,actor"
872,38,2011,Creature,3000000,331000,331000,-2338000,0.22066666666666668,Horror,Stefan Lialias,"actor,writer,producer"
874,62,2013,Speak No Evil,150000,0,32927,-117073,0.21951333333333334,Horror,Roze,"producer,writer,director"
878,100,2013,The Square,1500000,124244,176262,-1199494,0.20033733333333334,Documentary,Ruben Östlund,"director,writer,editor"
878,100,2013,The Square,1500000,124244,176262,-1199494,0.20033733333333334,Drama,Ruben Östlund,"director,writer,editor"
878,100,2013,The Square,1500000,124244,176262,-1199494,0.20033733333333334,History,Ruben Östlund,"director,writer,editor"
879,100,2013,The Square,1500000,124244,176262,-1199494,0.20033733333333334,Documentary,Jehane Noujaim,"producer,director,cinematographer"
879,100,2013,The Square,1500000,124244,176262,-1199494,0.20033733333333334,Drama,Jehane Noujaim,"producer,director,cinematographer"
879,100,2013,The Square,1500000,124244,176262,-1199494,0.20033733333333334,History,Jehane Noujaim,"producer,director,cinematographer"
880,100,2013,The Square,1500000,124244,176262,-1199494,0.20033733333333334,Documentary,Lívia Gyarmathy,"director,writer,assistant_director"
880,100,2013,The Square,1500000,124244,176262,-1199494,0.20033733333333334,Drama,Lívia Gyarmathy,"director,writer,assistant_director"
880,100,2013,The Square,1500000,124244,176262,-1199494,0.20033733333333334,History,Lívia Gyarmathy,"director,writer,assistant_director"
881,100,2013,The Square,1500000,124244,176262,-1199494,0.20033733333333334,Documentary,Sidhartha Siva,"writer,director"
881,100,2013,The Square,1500000,124244,176262,-1199494,0.20033733333333334,Drama,Sidhartha Siva,"writer,director"
881,100,2013,The Square,1500000,124244,176262,-1199494,0.20033733333333334,History,Sidhartha Siva,"writer,director"
884,40,1996,Freeway,3000000,295493,295493,-2409014,0.19699533333333333,Drama,Christophe Sahr,"director,writer"
886,45,2015,Butterfly Girl,180000,17503,17503,-144994,0.19447777777777778,Documentary,Cary Bell,"director,producer,camera_department"
887,81,2012,Hardflip,1000000,96734,96734,-806532,0.193468,Action,Johnny Remo,"producer,writer,director"
887,81,2012,Hardflip,1000000,96734,96734,-806532,0.193468,Drama,Johnny Remo,"producer,writer,director"
888,38,2015,Desert Dancer,4000000,155271,596335,-3248394,0.1879015,Biography,Richard Raymond,"producer,director,writer"
888,38,2015,Desert Dancer,4000000,155271,596335,-3248394,0.1879015,Drama,Richard Raymond,"producer,director,writer"
888,38,2015,Desert Dancer,4000000,155271,596335,-3248394,0.1879015,Music,Richard Raymond,"producer,director,writer"
889,30,2014,Joe,4000000,373375,373375,-3253250,0.1866875,Crime,David Gordon Green,"producer,director,writer"
889,30,2014,Joe,4000000,373375,373375,-3253250,0.1866875,Drama,David Gordon Green,"producer,director,writer"
890,30,2014,Joe,4000000,373375,373375,-3253250,0.1866875,Crime,Nick Noyes,"editor,director,cinematographer"
890,30,2014,Joe,4000000,373375,373375,-3253250,0.1866875,Drama,Nick Noyes,"editor,director,cinematographer"
891,30,2014,Joe,4000000,373375,373375,-3253250,0.1866875,Crime,Erica Hill,"director,producer"
891,30,2014,Joe,4000000,373375,373375,-3253250,0.1866875,Drama,Erica Hill,"director,producer"
892,30,2014,Joe,4000000,373375,373375,-3253250,0.1866875,Crime,Alfonso Perugini,"director,actor,editor"
892,30,2014,Joe,4000000,373375,373375,-3253250,0.1866875,Drama,Alfonso Perugini,"director,actor,editor"
893,30,2014,Joe,4000000,373375,373375,-3253250,0.1866875,Crime,Tarik BenSalah,"director,producer"
893,30,2014,Joe,4000000,373375,373375,-3253250,0.1866875,Drama,Tarik BenSalah,"director,producer"
895,99,2007,The Salon,1500000,139084,139084,-1221832,0.18544533333333332,Documentary,Don Boyd,"director,producer,writer"
897,32,2011,Raymond Did It,40000,3632,3632,-32736,0.1816,Horror,Travis Legge,"editor,writer,director"
899,47,2011,Stake Land,4000000,33245,679482,-3287273,0.17818175,Drama,Jim Mickle,"writer,camera_department,director"
899,47,2011,Stake Land,4000000,33245,679482,-3287273,0.17818175,Horror,Jim Mickle,"writer,camera_department,director"
899,47,2011,Stake Land,4000000,33245,679482,-3287273,0.17818175,Sci-Fi,Jim Mickle,"writer,camera_department,director"
901,51,2015,The Last Five Years,2000000,147299,205298,-1647403,0.1762985,Comedy,Richard LaGravenese,"writer,producer,director"
901,51,2015,The Last Five Years,2000000,147299,205298,-1647403,0.1762985,Drama,Richard LaGravenese,"writer,producer,director"
901,51,2015,The Last Five Years,2000000,147299,205298,-1647403,0.1762985,Musical,Richard LaGravenese,"writer,producer,director"
902,52,2015,Before We Go,3000000,37151,483938,-2478911,0.17369633333333334,Comedy,Jorge Léon,"cinematographer,director,writer"
902,52,2015,Before We Go,3000000,37151,483938,-2478911,0.17369633333333334,Drama,Jorge Léon,"cinematographer,director,writer"
902,52,2015,Before We Go,3000000,37151,483938,-2478911,0.17369633333333334,Romance,Jorge Léon,"cinematographer,director,writer"
903,52,2015,Before We Go,3000000,37151,483938,-2478911,0.17369633333333334,Comedy,Chris Evans,"actor,producer,director"
903,52,2015,Before We Go,3000000,37151,483938,-2478911,0.17369633333333334,Drama,Chris Evans,"actor,producer,director"
903,52,2015,Before We Go,3000000,37151,483938,-2478911,0.17369633333333334,Romance,Chris Evans,"actor,producer,director"
910,11,2013,Supporting Characters,60000,4917,4917,-50166,0.1639,Comedy,Daniel Schechter,"writer,editor,director"
914,23,2007,Out of the Blue,4600000,728,731767,-3867505,0.15923804347826087,Comedy,Edoardo Leo,"actor,writer,director"
914,23,2007,Out of the Blue,4600000,728,731767,-3867505,0.15923804347826087,Drama,Edoardo Leo,"actor,writer,director"
915,7,2014,Housebound,1500000,0,236863,-1263137,0.15790866666666667,Comedy,Gerard Johnstone,"writer,director,editor"
915,7,2014,Housebound,1500000,0,236863,-1263137,0.15790866666666667,Horror,Gerard Johnstone,"writer,director,editor"
915,7,2014,Housebound,1500000,0,236863,-1263137,0.15790866666666667,Mystery,Gerard Johnstone,"writer,director,editor"
920,2,2015,Road Hard,1500000,113169,113169,-1273662,0.150892,Comedy,Adam Carolla,"writer,producer,actor"
921,2,2015,Road Hard,1500000,113169,113169,-1273662,0.150892,Comedy,Kevin Hench,"producer,writer,director"
922,89,2014,Test,250000,18823,18823,-212354,0.150584,Drama,Aleksandr Kott,"director,producer,writer"
923,89,2014,Test,250000,18823,18823,-212354,0.150584,Drama,Umashankar Gummadidala,"director,writer,editor"
924,89,2014,Test,250000,18823,18823,-212354,0.150584,Drama,Chris Mason Johnson,"writer,director,producer"
925,13,2013,Stranded,1900000,0,285593,-1614407,0.15031210526315789,Drama,Andy Nehl,"producer,director,writer"
925,13,2013,Stranded,1900000,0,285593,-1614407,0.15031210526315789,Romance,Andy Nehl,"producer,director,writer"
926,13,2013,Stranded,1900000,0,285593,-1614407,0.15031210526315789,Drama,Roger Christian,"art_department,director,producer"
926,13,2013,Stranded,1900000,0,285593,-1614407,0.15031210526315789,Romance,Roger Christian,"art_department,director,producer"
927,13,2013,Stranded,1900000,0,285593,-1614407,0.15031210526315789,Drama,Serge Ou,"director,producer,miscellaneous"
927,13,2013,Stranded,1900000,0,285593,-1614407,0.15031210526315789,Romance,Serge Ou,"director,producer,miscellaneous"
928,13,2013,Stranded,1900000,0,285593,-1614407,0.15031210526315789,Drama,Hugues Martin,"writer,director,visual_effects"
928,13,2013,Stranded,1900000,0,285593,-1614407,0.15031210526315789,Romance,Hugues Martin,"writer,director,visual_effects"
929,13,2013,Stranded,1900000,0,285593,-1614407,0.15031210526315789,Drama,Ice Idanan,"cinematographer,camera_department,director"
929,13,2013,Stranded,1900000,0,285593,-1614407,0.15031210526315789,Romance,Ice Idanan,"cinematographer,camera_department,director"
930,13,2013,Stranded,1900000,0,285593,-1614407,0.15031210526315789,Drama,Sandra Martin,"director,writer"
930,13,2013,Stranded,1900000,0,285593,-1614407,0.15031210526315789,Romance,Sandra Martin,"director,writer"
933,12,2014,Water & Power,600000,42557,42557,-514886,0.14185666666666666,Crime,Richard Montoya,"actor,writer,producer"
933,12,2014,Water & Power,600000,42557,42557,-514886,0.14185666666666666,Drama,Richard Montoya,"actor,writer,producer"
934,44,2012,Tim and Eric's Billion Dollar Movie,3000000,201436,223652,-2574912,0.141696,Comedy,Tim Heidecker,"writer,producer,actor"
935,44,2012,Tim and Eric's Billion Dollar Movie,3000000,201436,223652,-2574912,0.141696,Comedy,Eric Wareheim,"writer,producer,director"
937,35,2008,Fuel,2500000,174255,174255,-2151490,0.139404,Documentary,Maarten Wijsman,"director,production_manager"
937,35,2008,Fuel,2500000,174255,174255,-2151490,0.139404,Sport,Maarten Wijsman,"director,production_manager"
944,82,2016,Creative Control,1000000,63014,63014,-873972,0.126028,Drama,Benjamin Dickinson,"director,writer,actor"
944,82,2016,Creative Control,1000000,63014,63014,-873972,0.126028,Sci-Fi,Benjamin Dickinson,"director,writer,actor"
945,44,2010,Life During Wartime,4500000,281447,281447,-3937106,0.12508755555555556,Documentary,Ernest Holzman,"cinematographer,camera_department,director"
945,44,2010,Life During Wartime,4500000,281447,281447,-3937106,0.12508755555555556,History,Ernest Holzman,"cinematographer,camera_department,director"
946,35,2019,Late Night,4000000,246305,246305,-3507390,0.1231525,Comedy,Nisha Ganatra,"director,producer,writer"
946,35,2019,Late Night,4000000,246305,246305,-3507390,0.1231525,Drama,Nisha Ganatra,"director,producer,writer"
947,6,2011,Absentia,70000,0,8555,-61445,0.12221428571428572,Drama,Mike Flanagan,"editor,writer,director"
947,6,2011,Absentia,70000,0,8555,-61445,0.12221428571428572,Horror,Mike Flanagan,"editor,writer,director"
947,6,2011,Absentia,70000,0,8555,-61445,0.12221428571428572,Mystery,Mike Flanagan,"editor,writer,director"
948,6,2011,Absentia,70000,0,8555,-61445,0.12221428571428572,Drama,Steven Young,"director,actor,writer"
948,6,2011,Absentia,70000,0,8555,-61445,0.12221428571428572,Horror,Steven Young,"director,actor,writer"
948,6,2011,Absentia,70000,0,8555,-61445,0.12221428571428572,Mystery,Steven Young,"director,actor,writer"
951,92,2014,Camp X-Ray,1000000,9837,101053,-889110,0.11089,Drama,Peter Sattler,"art_department,director,writer"
951,92,2014,Camp X-Ray,1000000,9837,101053,-889110,0.11089,War,Peter Sattler,"art_department,director,writer"
952,56,2012,A Lonely Place to Die,4000000,0,442550,-3557450,0.1106375,Adventure,Julian Gilbey,"director,writer,editor"
952,56,2012,A Lonely Place to Die,4000000,0,442550,-3557450,0.1106375,Crime,Julian Gilbey,"director,writer,editor"
952,56,2012,A Lonely Place to Die,4000000,0,442550,-3557450,0.1106375,Thriller,Julian Gilbey,"director,writer,editor"
954,45,2007,Holly,3000000,163069,163069,-2673862,0.10871266666666667,Action,DeShawn Hill,"writer,producer,director"
954,45,2007,Holly,3000000,163069,163069,-2673862,0.10871266666666667,Crime,DeShawn Hill,"writer,producer,director"
954,45,2007,Holly,3000000,163069,163069,-2673862,0.10871266666666667,Thriller,DeShawn Hill,"writer,producer,director"
957,19,2016,The Masked Saint,3500000,182695,182695,-3134610,0.10439714285714286,Action,Warren P. Sonoda,"director,editor,writer"
957,19,2016,The Masked Saint,3500000,182695,182695,-3134610,0.10439714285714286,Biography,Warren P. Sonoda,"director,editor,writer"
957,19,2016,The Masked Saint,3500000,182695,182695,-3134610,0.10439714285714286,Crime,Warren P. Sonoda,"director,editor,writer"
958,100,2012,Beyond the Black Rainbow,1100000,56491,56491,-987018,0.10271090909090909,Horror,Panos Cosmatos,"writer,director,producer"
958,100,2012,Beyond the Black Rainbow,1100000,56491,56491,-987018,0.10271090909090909,Sci-Fi,Panos Cosmatos,"writer,director,producer"
958,100,2012,Beyond the Black Rainbow,1100000,56491,56491,-987018,0.10271090909090909,Thriller,Panos Cosmatos,"writer,director,producer"
961,84,2011,The Perfect Host,1000000,48764,51587,-899649,0.100351,Comedy,Nick Tomnay,"director,editor,writer"
961,84,2011,The Perfect Host,1000000,48764,51587,-899649,0.100351,Crime,Nick Tomnay,"director,editor,writer"
961,84,2011,The Perfect Host,1000000,48764,51587,-899649,0.100351,Thriller,Nick Tomnay,"director,editor,writer"
962,84,2011,The Perfect Host,1000000,48764,51587,-899649,0.100351,Comedy,Logan Cross,"director,producer,camera_department"
962,84,2011,The Perfect Host,1000000,48764,51587,-899649,0.100351,Crime,Logan Cross,"director,producer,camera_department"
962,84,2011,The Perfect Host,1000000,48764,51587,-899649,0.100351,Thriller,Logan Cross,"director,producer,camera_department"
967,80,2010,Freakonomics,2900000,101270,172867,-2625863,0.09453,Documentary,Alex Gibney,"producer,director,writer"
968,80,2010,Freakonomics,2900000,101270,172867,-2625863,0.09453,Documentary,Morgan Spurlock,"producer,writer,director"
969,80,2010,Freakonomics,2900000,101270,172867,-2625863,0.09453,Documentary,Eugene Jarecki,"director,producer,writer"
970,80,2010,Freakonomics,2900000,101270,172867,-2625863,0.09453,Documentary,Rachel Grady,"director,producer,writer"
971,80,2010,Freakonomics,2900000,101270,172867,-2625863,0.09453,Documentary,Heidi Ewing,"director,producer,writer"
972,80,2010,Freakonomics,2900000,101270,172867,-2625863,0.09453,Documentary,Seth Gordon,"producer,miscellaneous,director"
974,69,2014,Not Cool,800000,35688,35688,-728624,0.08922,Comedy,Shane Dawson,"actor,writer,director"
974,69,2014,Not Cool,800000,35688,35688,-728624,0.08922,Drama,Shane Dawson,"actor,writer,director"
974,69,2014,Not Cool,800000,35688,35688,-728624,0.08922,Romance,Shane Dawson,"actor,writer,director"
977,30,2014,Banshee Chapter,950000,0,78122,-871878,0.08223368421052632,Horror,Blair Erickson,"director,writer,editorial_department"
977,30,2014,Banshee Chapter,950000,0,78122,-871878,0.08223368421052632,Sci-Fi,Blair Erickson,"director,writer,editorial_department"
977,30,2014,Banshee Chapter,950000,0,78122,-871878,0.08223368421052632,Thriller,Blair Erickson,"director,writer,editorial_department"
979,38,2010,8: The Mormon Proposition,2500000,100280,100280,-2299440,0.080224,Documentary,Steven Greenstreet,"producer,director,cinematographer"
980,38,2010,8: The Mormon Proposition,2500000,100280,100280,-2299440,0.080224,Documentary,Reed Cowan,"producer,director,writer"
982,59,2003,The Journey,500000,19800,19800,-460400,0.0792,Family,Tim Lowry,"editorial_department,producer,editor"
983,59,2003,The Journey,500000,19800,19800,-460400,0.0792,Family,Mohamed Al Daradji,"producer,director,writer"
984,59,2003,The Journey,500000,19800,19800,-460400,0.0792,Family,Jera Sky,"actress,writer,director"
985,59,2003,The Journey,500000,19800,19800,-460400,0.0792,Family,Nick Hamm,"producer,director,executive"
986,59,2003,The Journey,500000,19800,19800,-460400,0.0792,Family,Brandon Weaver,"actor,writer,producer"
987,59,2003,The Journey,500000,19800,19800,-460400,0.0792,Family,Richard Ryan,"producer,actor,director"
988,59,2003,The Journey,500000,19800,19800,-460400,0.0792,Family,Keng Guan Chiu,"director,producer"
989,59,2003,The Journey,500000,19800,19800,-460400,0.0792,Family,Lance Nielsen,"producer,director,writer"
990,59,2003,The Journey,500000,19800,19800,-460400,0.0792,Family,Philip Brocklehurst,"producer,writer,cinematographer"
991,59,2003,The Journey,500000,19800,19800,-460400,0.0792,Family,Manatsanun Phanlerdwongsakul,"actress,director,writer"
992,59,2003,The Journey,500000,19800,19800,-460400,0.0792,Family,Thanasis Protatos,"director,editor,cinematographer"
994,61,2015,Top Spin,150000,5858,5858,-138284,0.07810666666666667,Documentary,Sara Newens,"editor,director,producer"
995,61,2015,Top Spin,150000,5858,5858,-138284,0.07810666666666667,Documentary,Mina T. Son,"director,sound_department,editor"
998,73,2011,Cargo,4200000,0,313230,-3886770,0.07457857142857142,Drama,Yan Vizinberg,"cinematographer,producer,director"
999,73,2011,Cargo,4200000,0,313230,-3886770,0.07457857142857142,Drama,Vincenzo Mineo,"assistant_director,director,writer"
1000,73,2011,Cargo,4200000,0,313230,-3886770,0.07457857142857142,Drama,Kareem Mortimer,"director,producer,writer"
1001,73,2011,Cargo,4200000,0,313230,-3886770,0.07457857142857142,Drama,Ben Howling,"miscellaneous,producer,director"
1002,73,2011,Cargo,4200000,0,313230,-3886770,0.07457857142857142,Drama,Yolanda Ramke,"art_department,assistant_director,actress"
1003,73,2011,Cargo,4200000,0,313230,-3886770,0.07457857142857142,Drama,Gilles Coulier,"director,producer,writer"
1007,57,2014,Pump,2000000,72277,72277,-1855446,0.072277,Documentary,Rebecca Harrell Tickell,"actress,producer,director"
1008,57,2014,Pump,2000000,72277,72277,-1855446,0.072277,Documentary,Joshua Tickell,"director,producer,casting_director"
1013,34,2012,L!fe Happens,930000,30905,30905,-868190,0.06646236559139784,Comedy,Kat Coiro,"actress,director,producer"
1015,8,2018,Teefa in Trouble,1500000,0,98806,-1401194,0.06587066666666666,Action,Ahsan Rahim,"actor,writer,director"
1015,8,2018,Teefa in Trouble,1500000,0,98806,-1401194,0.06587066666666666,Comedy,Ahsan Rahim,"actor,writer,director"
1015,8,2018,Teefa in Trouble,1500000,0,98806,-1401194,0.06587066666666666,Crime,Ahsan Rahim,"actor,writer,director"
1019,32,2005,Solitude,200000,6260,6260,-187480,0.0626,Biography,Marcel Wehn,"director,writer,cinematographer"
1019,32,2005,Solitude,200000,6260,6260,-187480,0.0626,Documentary,Marcel Wehn,"director,writer,cinematographer"
1019,32,2005,Solitude,200000,6260,6260,-187480,0.0626,Drama,Marcel Wehn,"director,writer,cinematographer"
1020,32,2005,Solitude,200000,6260,6260,-187480,0.0626,Biography,Michael Muench,"director,writer,cinematographer"
1020,32,2005,Solitude,200000,6260,6260,-187480,0.0626,Documentary,Michael Muench,"director,writer,cinematographer"
1020,32,2005,Solitude,200000,6260,6260,-187480,0.0626,Drama,Michael Muench,"director,writer,cinematographer"
1022,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Crime,Angus Benfield,"actor,producer,writer"
1022,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Drama,Angus Benfield,"actor,producer,writer"
1022,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Thriller,Angus Benfield,"actor,producer,writer"
1023,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Crime,David Schwimmer,"actor,director,soundtrack"
1023,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Drama,David Schwimmer,"actor,director,soundtrack"
1023,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Thriller,David Schwimmer,"actor,director,soundtrack"
1024,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Crime,Frank Blenman,"cinematographer,producer,editor"
1024,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Drama,Frank Blenman,"cinematographer,producer,editor"
1024,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Thriller,Frank Blenman,"cinematographer,producer,editor"
1025,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Crime,Parker Olson,"actor,writer,director"
1025,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Drama,Parker Olson,"actor,writer,director"
1025,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Thriller,Parker Olson,"actor,writer,director"
1026,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Crime,Sefa Ozturk,"assistant_director,writer,director"
1026,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Drama,Sefa Ozturk,"assistant_director,writer,director"
1026,43,2011,Trust,4000000,120016,120016,-3759968,0.060008,Thriller,Sefa Ozturk,"assistant_director,writer,director"
1027,100,2014,As It Is in Heaven,450000,13486,13486,-423028,0.05993777777777778,Drama,Joshua Overbay,"producer,director,writer"
1029,53,2012,The Divide,3000000,18000,156362,-2825638,0.05812066666666667,Drama,Xavier Gens,"director,assistant_director,writer"
1029,53,2012,The Divide,3000000,18000,156362,-2825638,0.05812066666666667,Horror,Xavier Gens,"director,assistant_director,writer"
1029,53,2012,The Divide,3000000,18000,156362,-2825638,0.05812066666666667,Sci-Fi,Xavier Gens,"director,assistant_director,writer"
1030,53,2012,The Divide,3000000,18000,156362,-2825638,0.05812066666666667,Drama,Katharine Round,"producer,director,editor"
1030,53,2012,The Divide,3000000,18000,156362,-2825638,0.05812066666666667,Horror,Katharine Round,"producer,director,editor"
1030,53,2012,The Divide,3000000,18000,156362,-2825638,0.05812066666666667,Sci-Fi,Katharine Round,"producer,director,editor"
1031,53,2012,The Divide,3000000,18000,156362,-2825638,0.05812066666666667,Drama,Perry King,"actor,director,producer"
1031,53,2012,The Divide,3000000,18000,156362,-2825638,0.05812066666666667,Horror,Perry King,"actor,director,producer"
1031,53,2012,The Divide,3000000,18000,156362,-2825638,0.05812066666666667,Sci-Fi,Perry King,"actor,director,producer"
1035,49,2014,Fort McCoy,3000000,78948,78948,-2842104,0.052632,Drama,Kate Connor,"actress,producer,director"
1035,49,2014,Fort McCoy,3000000,78948,78948,-2842104,0.052632,History,Kate Connor,"actress,producer,director"
1035,49,2014,Fort McCoy,3000000,78948,78948,-2842104,0.052632,War,Kate Connor,"actress,producer,director"
1036,49,2014,Fort McCoy,3000000,78948,78948,-2842104,0.052632,Drama,Michael Worth,"actor,writer,director"
1036,49,2014,Fort McCoy,3000000,78948,78948,-2842104,0.052632,History,Michael Worth,"actor,writer,director"
1036,49,2014,Fort McCoy,3000000,78948,78948,-2842104,0.052632,War,Michael Worth,"actor,writer,director"
1039,63,2014,Frontera,2300000,59696,59696,-2180608,0.051909565217391304,Action,Michael Berry,"director,actor,writer"
1039,63,2014,Frontera,2300000,59696,59696,-2180608,0.051909565217391304,Drama,Michael Berry,"director,actor,writer"
1039,63,2014,Frontera,2300000,59696,59696,-2180608,0.051909565217391304,Thriller,Michael Berry,"director,actor,writer"
1040,63,2014,Frontera,2300000,59696,59696,-2180608,0.051909565217391304,Action,Manuel Pérez Cáceres,"director,writer,producer"
1040,63,2014,Frontera,2300000,59696,59696,-2180608,0.051909565217391304,Drama,Manuel Pérez Cáceres,"director,writer,producer"
1040,63,2014,Frontera,2300000,59696,59696,-2180608,0.051909565217391304,Thriller,Manuel Pérez Cáceres,"director,writer,producer"
